,date,data,data_forecast,min_forecast,max_forecast,rendimiento_data,rendimiento_forecast
100,2022-04-30,136.6495343044,,,,0.005007329953114814,
101,2022-05-31,137.408997708,,,,0.005557746006716879,
102,2022-06-30,138.1492463042,,,,0.005387191585321638,
103,2022-07-31,139.0452359856,,,,0.006485664637120303,
104,2022-08-31,140.1393690847,,,,0.007868900299563997,
105,2022-09-30,141.2642495256,,,,0.00802686959593868,
106,2022-10-31,142.5216959406,,,,0.008901377519243692,
107,2022-11-30,143.7408969736,,,,0.008554494282106528,
108,2022-12-31,145.4587966373,,,,0.011951363181040398,
109,2023-01-31,147.0932636,,,,0.01123663195685265,
110,2023-02-28,148.7248425,,,,0.01109213882450022,
111,2023-03-31,,150.4539198707446,148.8783336199738,152.02950612151542,0.0,
112,2023-04-30,,151.87394834473784,150.29836209396703,153.44953459550865,,0.009438294962425653
